Seafloor Age,Trench Absolute Orthogonal,Trench Absolute Parallel,Convergence Orthogonal,Convergence Parallel,subduction volume,sediment thickness,ocean crust carbon percent,Label
79.68,-2.65,-4.14,10.68,1.41,0.21,102.13,2.45,0
79.74,-2.62,-4.16,11.36,-0.69,0.23,98.01,2.47,0
79.69,-2.59,-4.18,11.33,-0.7,0.23,108.52,2.47,0
79.83,-2.56,-4.19,11.29,-0.71,0.22,103.11,2.45,0
79.98,-2.53,-4.21,11.26,-0.72,0.22,105.55,2.41,0
80.13,-2.5,-4.22,11.22,-0.73,0.22,110.65,2.37,0
80.06,-5.61,-2.75,14.33,-2.22,0.29,102.52,2.35,0
81.19,-5.61,-2.77,14.34,-2.21,0.29,102.97,2.37,0
81.14,-5.61,-2.79,14.35,-2.19,0.29,103.34,2.39,0
81.76,-5.61,-2.81,14.36,-2.17,0.29,103.65,2.43,0
82.71,-5.61,-2.83,14.37,-2.16,0.29,103.25,2.47,0
84.55,-5.18,-4.12,13.17,7.76,0.27,102.94,2.48,0
84.41,-5.17,-4.14,13.14,7.77,0.27,101.53,2.48,0
84.49,-5.16,-4.16,13.1,7.78,0.27,107.28,2.49,0
85.83,-5.15,-4.18,13.06,7.79,0.27,105.93,2.51,0
86.14,-5.14,-4.2,13.02,7.8,0.27,101.4,2.53,0
85.69,-5.13,-4.21,12.98,7.81,0.26,100.36,2.54,0
86.09,-5.12,-4.23,12.93,7.82,0.26,109.37,2.58,0
87.29,-5.11,-4.25,12.89,7.83,0.26,106.48,2.64,0
86.95,-5.1,-4.27,12.85,7.84,0.26,92.75,2.65,0
89.17,-5.09,-4.29,12.8,7.84,0.26,100.28,2.68,0
89.79,-3.08,-5.08,12.04,9.05,0.25,98.33,2.69,0
89.22,-2.61,-3.55,13.45,8.11,0.28,95.01,2.69,0
88.76,-2.58,-3.56,13.41,8.02,0.28,87.41,2.68,0
88.86,-2.56,-3.57,14.39,4.13,0.3,84.1,2.68,0
88.9,-2.54,-3.58,14.37,4.04,0.3,87.01,2.68,0
89.1,-2.16,-3.04,13.42,3.24,0.28,103.14,2.69,0
89.28,-1.31,-1.77,11.22,1.49,0.23,98.39,2.69,0
89.37,-1.3,-1.77,11.23,1.39,0.23,87.57,2.69,0
89.3,-1.28,-1.78,11.24,1.29,0.23,64.82,2.69,0
89.43,-1.27,-1.78,11.25,1.19,0.23,61.47,2.69,0
89.57,-0.92,-1.04,8.92,-1.9,0.18,58.17,2.69,0
88.41,-1.57,-1.39,7.5,-4.11,0.15,56.28,2.68,0
86.75,-1.54,-1.4,7.46,-4.17,0.15,53.72,2.68,0
85.43,-1.52,-1.41,7.41,-4.23,0.15,57.05,2.67,0
84.36,-1.49,-1.42,7.37,-4.3,0.15,54.35,2.67,0
83.79,-1.47,-1.43,5.62,-2.21,0.11,51.68,2.67,0
79.29,-1.44,-1.44,5.61,-2.2,0.11,49.05,2.65,0
78.37,-1.39,-1.38,5.49,-2.25,0.11,46.46,2.64,0
77.46,-1.13,-0.71,4.56,-2.75,0.09,44.36,2.64,0
76.65,0.22,1.17,-1.44,-1.65,0.0,43.45,2.64,0
75.93,1.43,-2.64,-1.44,-1.64,0.0,45.15,2.63,0
77.58,2.29,-3.6,2.14,1.58,0.02,52.0,2.64,0
76.83,2.3,-3.6,2.17,1.61,0.01,59.15,2.64,0
76.0,2.29,-3.59,0.34,2.14,0.01,82.7,2.63,0
73.42,2.28,-3.59,0.37,2.13,0.01,92.04,2.62,0
70.83,1.43,-2.63,0.59,2.13,0.01,103.98,2.61,0
69.99,1.37,-3.18,0.66,2.68,0.01,126.63,2.61,0
66.48,1.28,-4.0,0.77,3.5,0.01,123.35,2.59,0
71.16,1.27,-4.0,0.79,3.49,0.02,110.38,2.61,0
69.64,1.27,-4.0,0.81,3.48,0.02,102.03,2.61,0
69.01,-2.09,-2.72,0.83,3.48,0.01,89.89,2.6,0
78.62,-2.1,-2.72,0.86,3.47,0.02,90.37,2.65,0
78.5,-2.1,-2.71,0.88,3.46,0.02,77.22,2.64,0
84.38,-2.11,-2.71,0.9,3.45,0.02,64.78,2.67,0
84.29,-1.25,-5.4,0.06,6.14,0.0,68.5,2.67,0
84.08,-1.26,-5.41,0.09,6.14,0.0,71.56,2.67,0
76.78,-1.24,-5.41,1.27,3.44,0.02,74.91,2.64,0
83.32,-2.38,-4.97,4.8,5.87,0.1,83.58,2.66,0
82.66,-2.4,-4.97,4.8,5.87,0.09,88.18,2.66,0
81.69,-1.1,-5.42,1.61,4.13,0.01,84.93,2.66,0
81.08,-4.55,-1.95,0.56,2.29,0.0,86.96,2.66,0
76.39,-3.49,2.07,9.47,-4.35,0.18,72.24,2.64,0
77.32,-3.51,2.07,9.53,-4.29,0.18,74.0,2.64,0
76.91,-3.55,2.07,9.58,-4.23,0.18,75.48,2.64,0
75.75,-2.81,3.31,8.85,-5.42,0.16,76.3,2.63,0
74.51,-1.01,6.22,7.07,-8.3,0.13,79.38,2.63,0
77.74,-1.0,6.22,7.12,-8.28,0.13,79.52,2.64,0
78.26,-1.0,6.22,7.15,-8.26,0.13,87.85,2.64,0
77.91,-1.0,6.22,8.22,-8.57,0.15,98.48,2.64,0
77.67,-1.83,5.73,9.06,-8.05,0.17,147.48,2.64,0
77.42,-0.51,-1.08,7.89,-0.66,0.15,174.28,2.64,0
77.18,-0.51,-1.08,7.88,-0.66,0.15,186.1,2.65,0
76.94,-0.5,-1.08,7.84,-0.67,0.15,194.92,2.65,0
76.69,-0.5,-1.08,7.83,-0.68,0.15,201.24,2.66,0
76.45,-0.5,-1.08,7.82,-0.68,0.15,197.38,2.67,0
76.21,-1.1,-1.5,8.4,-0.26,0.16,182.5,2.68,0
75.03,-1.09,-1.5,8.36,-0.26,0.15,171.33,2.67,0
74.78,-1.09,-1.5,8.37,-0.25,0.15,176.58,2.69,0
75.37,-1.09,-1.51,8.33,-0.25,0.15,181.99,2.72,0
75.12,-1.09,-1.51,8.35,-0.24,0.15,187.56,2.74,0
74.87,0.58,-6.83,6.45,5.17,0.12,194.14,2.75,0
74.6,0.59,-6.83,6.42,5.18,0.12,191.42,2.76,0
73.36,0.58,-6.82,6.36,5.2,0.12,139.41,2.75,0
72.09,0.57,-6.82,6.31,5.22,0.11,130.47,2.74,0
71.81,0.57,-6.81,6.25,5.23,0.11,129.34,2.75,0
70.51,0.57,-6.81,6.21,5.25,0.11,121.3,2.74,0
69.19,0.56,-6.81,6.15,5.26,0.11,102.43,2.73,0
68.9,0.55,-6.8,6.08,5.28,0.11,102.57,2.73,0
67.56,0.55,-6.8,6.04,5.29,0.11,114.79,2.72,0
66.24,0.55,-6.8,5.98,5.31,0.1,103.44,2.71,0
66.2,0.25,-5.02,6.38,3.47,0.11,102.83,2.72,0
64.95,0.26,-5.03,6.31,3.43,0.11,85.62,2.71,0
64.59,0.28,-5.04,6.23,3.39,0.11,83.31,2.72,0
64.23,0.29,-5.04,6.16,3.35,0.11,82.71,2.72,0
62.85,0.29,-5.05,6.12,3.31,0.1,98.88,2.71,0
61.45,0.33,-5.06,5.97,3.27,0.1,100.85,2.7,0
61.08,0.31,-5.06,5.97,3.23,0.1,99.86,2.7,0
60.71,0.34,-5.07,5.85,3.19,0.1,99.64,2.7,0
59.26,0.35,-5.07,5.78,3.16,0.1,95.52,2.69,0
58.88,0.36,-5.08,5.7,3.12,0.09,126.06,2.69,0
57.41,1.23,-4.04,4.77,2.02,0.08,130.34,2.68,0
55.9,4.4,-1.64,0.15,5.37,0.0,154.73,2.67,0
55.5,4.21,-2.05,0.69,5.25,0.01,150.36,2.67,0
53.96,4.21,-2.05,0.69,5.17,0.01,150.44,2.66,0
53.55,4.22,-2.05,0.68,5.09,0.01,149.55,2.66,0
51.97,4.22,-2.05,0.67,5.01,0.01,148.39,2.65,0
51.56,4.22,-2.04,0.67,4.93,0.01,146.43,2.65,0
51.16,4.22,-2.04,0.66,4.85,0.01,141.83,2.64,0
50.73,4.22,-2.04,0.65,4.77,0.01,139.71,2.64,0
54.1,4.23,-2.04,0.64,4.69,0.01,136.84,2.57,0
53.75,3.63,-1.73,1.23,4.31,0.02,134.31,2.56,0
55.47,3.79,-1.37,0.78,4.33,0.01,132.44,2.46,0
57.75,3.63,-1.73,1.22,4.16,0.02,125.77,2.3,0
55.68,3.64,-1.73,1.21,4.09,0.02,121.41,2.35,0
55.61,3.64,-1.73,1.2,4.01,0.02,119.21,2.29,0
55.53,3.64,-1.72,1.19,3.94,0.02,105.61,2.23,0
55.46,3.8,-1.37,0.77,3.96,0.01,108.16,2.17,0
55.4,3.8,-1.36,0.77,3.89,0.01,106.84,2.1,0
55.33,3.65,-1.72,1.17,3.72,0.02,103.32,2.03,0
57.35,3.65,-1.72,1.15,3.65,0.02,106.44,1.9,0
50.07,1.18,-2.11,3.62,4.05,0.06,104.45,2.23,0
57.27,1.37,-1.99,3.16,4.37,0.05,103.54,1.87,0
55.12,1.18,-2.11,3.56,4.04,0.06,106.45,1.87,0
55.08,1.18,-2.11,3.53,4.03,0.06,98.47,1.86,0
52.84,1.18,-2.11,3.5,4.03,0.06,97.61,1.87,0
50.54,1.18,-2.11,3.47,4.02,0.05,97.18,1.89,0
50.47,1.18,-2.11,3.44,4.01,0.05,92.52,1.86,0
48.08,1.37,-1.99,3.0,4.31,0.04,96.7,1.9,0
48.01,1.18,-2.11,3.39,4.0,0.05,96.21,1.86,0
47.94,1.18,-2.11,3.36,3.99,0.05,95.42,1.84,0
9.16,-1.63,1.95,0.37,-1.38,0.0,1585.05,1.23,0
8.2,-1.63,1.95,-0.77,-0.45,0.0,1696.55,1.22,0
8.01,-1.63,1.94,0.01,-0.87,0.0,1813.32,1.23,0
6.75,-1.64,1.94,-0.27,-3.09,0.0,1689.13,1.18,0
5.57,-1.64,1.94,-0.08,-2.5,0.0,1587.89,1.14,0
6.21,-1.64,1.94,1.35,-0.26,0.01,1684.51,1.21,0
5.28,-1.64,1.93,2.59,1.85,0.01,1592.68,1.18,0
5.67,-1.65,1.93,0.99,-1.1,0.01,1789.28,1.23,0
4.46,-1.65,1.93,0.7,-3.5,0.0,1610.06,1.17,0
3.3,-1.65,1.92,0.11,-4.02,0.0,1747.26,1.1,0
2.18,-1.74,1.83,4.09,-5.75,0.01,2243.82,1.01,0
2.43,-2.06,1.79,6.96,-1.96,0.02,2233.14,1.06,0
1.92,-2.06,1.79,6.94,-1.94,0.02,2250.02,1.02,0
1.31,-2.06,1.79,6.92,-1.93,0.02,2087.64,0.94,0
1.97,-2.06,1.78,6.9,-1.92,0.02,2092.96,1.05,0
2.4,-2.07,1.78,6.89,-1.9,0.02,2077.18,1.1,0
4.25,-2.07,1.78,6.87,-1.89,0.03,2061.67,1.25,0
3.95,-2.07,1.77,6.85,-1.87,0.03,2083.72,1.24,0
4.12,-2.07,1.77,6.84,-1.86,0.03,2015.66,1.25,0
4.91,-2.08,1.77,6.82,-1.85,0.03,2039.58,1.3,0
4.71,-2.24,1.08,7.2,-1.89,0.04,1985.83,1.29,0
4.03,-2.26,0.99,7.23,-1.88,0.03,2050.58,1.26,0
3.92,-2.26,0.99,7.21,-1.88,0.03,1915.32,1.25,0
3.67,-2.26,0.99,8.51,-6.08,0.04,1490.1,1.24,0
4.08,-2.27,0.98,8.46,-6.09,0.04,1826.35,1.26,0
5.32,-2.27,0.98,8.41,-6.1,0.04,1964.58,1.34,0
5.64,-2.27,0.97,9.77,-6.16,0.05,1718.36,1.38,0
6.64,-2.27,0.97,11.45,-6.26,0.07,1910.77,1.46,0
6.53,-2.27,0.97,11.41,-6.28,0.07,1631.22,1.47,0
6.77,-2.27,0.96,11.36,-6.31,0.07,1854.88,1.51,0
6.69,-2.32,0.87,11.34,-6.35,0.07,1506.34,1.52,0
7.46,-2.42,-0.52,13.42,0.88,0.08,460.34,1.57,0
8.88,-2.42,-0.53,13.4,0.83,0.09,442.81,1.63,0
7.2,-2.76,-1.1,17.51,2.9,0.11,419.79,1.58,0
15.45,-2.8,-1.17,17.99,3.12,0.16,402.65,1.87,0
18.9,-2.8,-1.18,18.02,3.1,0.18,391.28,1.92,0
21.16,-2.8,-1.18,18.04,3.07,0.19,1417.08,1.91,0
10.67,-2.8,-1.19,18.06,3.05,0.14,1414.34,1.77,0
29.52,-2.8,-1.19,18.09,3.02,0.23,1412.89,1.94,0
32.19,-2.8,-1.2,18.11,3.0,0.24,1181.1,1.99,0
26.74,-2.33,-1.11,14.94,-0.63,0.18,1161.46,1.94,0
39.02,-2.36,-1.05,14.47,-1.13,0.21,205.33,2.18,0
40.47,-2.36,-1.05,14.46,-1.17,0.21,204.07,2.27,0
41.73,-2.36,-1.05,14.16,-1.01,0.21,132.71,2.36,0
42.42,-2.37,-1.05,13.05,-0.19,0.19,1508.95,2.4,0
42.98,-2.37,-1.05,13.07,-0.23,0.2,271.78,2.42,0
43.07,-2.37,-1.06,13.08,-0.27,0.2,264.87,2.43,0
43.25,-2.48,-0.8,13.29,-0.24,0.2,219.25,2.42,0
45.07,-3.45,1.49,15.04,0.39,0.23,156.18,2.4,0
46.19,-3.46,1.49,14.34,0.09,0.22,154.63,2.38,0
46.89,-3.01,1.24,12.68,-0.51,0.2,152.93,2.39,0
48.93,-3.01,1.24,12.68,-0.56,0.2,149.95,2.42,0
49.11,-3.01,1.24,13.08,0.06,0.21,146.79,2.41,0
49.7,-3.02,1.24,14.93,1.01,0.24,140.33,2.4,0
50.19,-3.02,1.23,15.62,1.2,0.25,130.74,2.38,0
50.76,-2.89,1.1,15.38,1.3,0.25,127.58,2.36,0
52.5,-1.74,-0.08,9.71,-0.68,0.16,116.54,2.32,0
52.45,-1.74,-0.08,8.93,-1.3,0.15,114.96,2.3,0
51.07,-1.74,-0.08,8.66,-1.39,0.14,108.68,2.3,0
47.69,-1.74,-0.08,8.65,-1.39,0.14,106.68,2.33,0
47.77,-4.12,-0.16,8.65,-1.38,0.14,105.32,2.31,0
47.43,-4.12,-0.17,11.27,0.39,0.18,104.07,2.29,0
48.93,-4.12,-0.19,12.76,0.5,0.2,108.01,2.25,0
49.26,-4.11,-0.2,13.17,-0.15,0.21,111.93,2.21,0
51.09,-4.11,-0.22,13.15,-0.15,0.22,118.66,2.13,0
52.15,-4.11,-0.23,11.97,-0.66,0.2,114.51,2.1,0
53.14,-4.11,-0.24,11.96,-0.68,0.2,115.8,2.13,0
53.92,-4.13,-1.16,12.32,-0.39,0.21,117.07,2.19,0
53.75,-4.17,-3.29,13.26,0.67,0.22,117.13,2.22,0
54.41,-4.16,-3.3,13.25,0.69,0.22,114.45,2.29,0
54.57,-3.29,-1.72,13.25,0.71,0.22,111.95,2.32,0
55.73,-3.27,-1.74,12.86,0.1,0.22,111.47,2.37,0
55.54,-3.26,-1.76,12.81,0.05,0.22,111.0,2.37,0
55.47,-3.25,-1.78,12.79,0.07,0.22,110.52,2.38,0
56.15,-3.24,-1.8,12.76,0.1,0.22,110.05,2.39,0
63.08,-3.22,-1.81,12.76,0.11,0.23,109.64,2.47,0
63.16,-3.21,-1.83,11.54,-0.9,0.21,109.16,2.49,0
64.17,-3.2,-1.85,11.0,-1.36,0.2,108.69,2.51,0
64.09,-3.18,-1.87,10.97,-1.39,0.2,108.21,2.52,0
64.02,-3.17,-1.89,11.23,-0.2,0.2,107.74,2.53,0
64.99,-3.16,-1.9,11.25,-0.1,0.21,80.7,2.55,0
64.93,-3.14,-1.92,11.24,-0.13,0.21,89.47,2.55,0
65.41,-3.13,-1.94,11.22,-0.17,0.21,90.19,2.56,0
66.25,-3.1,-3.86,14.4,-0.97,0.27,91.82,2.57,0
67.39,-3.07,-3.88,14.3,-1.09,0.27,90.71,2.58,0
68.03,-3.05,-3.9,14.2,-1.21,0.27,91.2,2.58,0
68.79,-3.02,-3.92,14.1,-1.33,0.26,88.35,2.57,0
70.07,-2.99,-3.94,14.0,-1.45,0.26,82.67,2.56,0
72.14,-2.97,-3.95,13.89,-1.57,0.27,89.55,2.49,0
71.72,-2.94,-3.97,13.78,-1.69,0.26,96.27,2.47,0
73.49,-2.91,-3.99,14.39,0.42,0.28,96.96,2.31,0
74.31,-2.89,-4.01,14.34,0.34,0.28,90.94,2.21,0
74.79,-2.86,-4.02,14.28,0.26,0.28,101.66,2.16,0
75.62,-2.83,-4.04,14.22,0.19,0.28,98.93,2.14,0
76.25,-2.8,-4.06,14.16,0.11,0.28,89.93,2.13,0
77.76,-2.78,-4.07,10.71,1.43,0.21,97.43,2.16,0
77.87,-2.75,-4.09,10.69,1.43,0.21,87.98,2.19,0
76.77,-2.72,-4.11,10.68,1.42,0.21,102.48,2.19,0
77.74,-2.69,-4.13,10.67,1.42,0.21,106.64,2.28,0
77.84,-2.66,-4.14,10.65,1.41,0.21,102.13,2.35,0
76.66,-2.63,-4.16,11.34,-0.69,0.22,95.21,2.35,0
80.44,-2.6,-4.18,11.31,-0.7,0.23,100.71,2.46,0
80.3,-2.57,-4.19,11.27,-0.71,0.22,103.11,2.44,0
80.22,-2.55,-4.21,11.24,-0.72,0.22,98.0,2.4,0
81.12,-2.52,-4.22,11.21,-0.73,0.22,94.01,2.35,0
81.26,-5.58,-2.75,14.28,-2.22,0.29,102.52,2.35,0
82.17,-5.59,-2.77,14.29,-2.21,0.29,102.97,2.4,0
82.32,-5.59,-2.79,14.3,-2.19,0.29,98.18,2.43,0
81.97,-5.59,-2.81,14.31,-2.17,0.29,98.56,2.44,0
82.85,-5.59,-2.83,14.31,-2.16,0.29,103.25,2.47,0
84.49,-5.15,-4.12,13.26,7.76,0.27,102.94,2.48,0
84.41,-5.15,-4.14,13.22,7.77,0.27,93.74,2.48,0
85.54,-5.14,-4.16,13.18,7.78,0.27,97.36,2.5,0
85.83,-5.13,-4.18,13.15,7.79,0.27,93.35,2.51,0
85.95,-5.12,-4.2,13.11,7.8,0.27,101.4,2.53,0
86.43,-5.11,-4.21,13.07,7.81,0.27,100.36,2.56,0
86.09,-5.1,-4.23,13.03,7.82,0.27,109.37,2.58,0
87.21,-5.09,-4.25,12.98,7.83,0.27,106.48,2.63,0
87.91,-5.08,-4.27,12.94,7.84,0.27,92.75,2.66,0
86.82,-5.07,-4.29,12.9,7.84,0.26,100.28,2.66,0
90.58,-3.09,-5.08,12.19,9.05,0.25,98.33,2.69,0
89.31,-2.64,-3.55,13.64,8.11,0.28,95.01,2.69,0
90.24,-2.62,-3.56,13.6,8.02,0.28,87.14,2.69,0
89.92,-2.59,-3.57,14.58,4.13,0.3,87.42,2.69,0
89.05,-2.57,-3.58,14.56,4.04,0.3,87.01,2.68,0
91.29,-2.2,-3.04,13.61,3.24,0.28,103.14,2.69,0
89.28,-1.35,-1.77,11.41,1.49,0.24,98.39,2.69,0
90.5,-1.34,-1.77,11.42,1.39,0.24,87.57,2.69,0
90.61,-1.32,-1.78,11.43,1.29,0.24,77.6,2.69,0
90.75,-1.31,-1.78,11.43,1.19,0.24,71.47,2.69,0
89.75,-0.98,-1.04,9.12,-1.9,0.19,76.6,2.69,0
89.15,-1.62,-1.39,7.71,-4.11,0.16,73.02,2.69,0
88.5,-1.6,-1.4,7.66,-4.17,0.16,69.04,2.68,0
88.45,-1.57,-1.41,7.62,-4.23,0.16,66.83,2.68,0
85.88,-1.55,-1.42,7.57,-4.3,0.15,68.22,2.67,0
85.61,-1.53,-1.43,5.71,-2.21,0.12,62.52,2.67,0
85.11,-1.5,-1.44,5.69,-2.2,0.12,49.05,2.67,0
84.59,-1.45,-1.38,5.57,-2.25,0.11,46.46,2.67,0
83.98,-1.2,-0.71,4.64,-2.75,0.09,67.33,2.67,0
83.42,-1.18,-0.71,4.63,-2.74,0.09,43.33,2.66,0
80.16,0.95,-4.18,2.51,0.74,0.05,42.66,2.65,0
79.66,2.31,-3.6,2.14,1.58,0.04,44.07,2.65,0
76.83,2.31,-3.6,2.16,1.61,0.04,59.15,2.64,0
76.0,2.3,-3.59,2.19,1.64,0.04,82.7,2.63,0
75.35,2.3,-3.59,0.34,2.13,0.01,89.24,2.63,0
72.42,1.45,-2.63,0.54,2.13,0.01,96.37,2.62,0
71.65,1.38,-3.18,0.61,2.68,0.01,113.36,2.62,0
70.1,1.29,-4.0,0.72,3.5,0.01,108.83,2.61,0
71.16,1.28,-4.0,0.74,3.49,0.01,102.51,2.61,0
70.4,1.27,-4.0,0.77,3.48,0.01,95.83,2.61,0
70.64,-2.07,-2.72,0.79,3.48,0.01,88.78,2.61,0
84.58,-2.08,-2.72,0.81,3.47,0.02,90.37,2.67,0
84.48,-2.09,-2.71,0.84,3.46,0.02,77.22,2.67,0
84.38,-2.1,-2.71,0.86,3.45,0.02,74.59,2.67,0
84.29,-1.19,-5.4,-0.03,6.14,0.0,76.44,2.67,0
84.08,-1.21,-5.41,0.02,6.14,0.0,78.81,2.67,0
76.78,-1.24,-5.41,1.27,3.44,0.02,74.91,2.64,0
83.32,-2.38,-4.97,4.8,5.87,0.1,83.58,2.66,0
82.66,-2.4,-4.97,4.8,5.87,0.09,88.18,2.66,0
81.69,-1.1,-5.42,1.61,4.13,0.01,84.93,2.66,0
81.08,-4.55,-1.95,0.56,2.29,0.0,86.96,2.66,0
75.71,-3.3,2.22,9.29,-4.77,0.17,78.59,2.63,0
76.52,-3.34,2.22,9.34,-4.71,0.17,79.73,2.64,0
76.32,-3.37,2.22,9.4,-4.66,0.17,79.98,2.64,0
75.83,-2.59,3.43,8.64,-5.81,0.16,81.12,2.63,0
74.51,-0.99,6.22,7.14,-8.3,0.13,81.03,2.63,0
77.74,-0.99,6.22,7.18,-8.28,0.13,83.15,2.64,0
78.26,-0.98,6.22,7.21,-8.26,0.14,87.85,2.64,0
76.31,-0.98,6.22,8.3,-8.57,0.15,139.6,2.64,0
77.03,-1.79,5.73,9.15,-8.05,0.17,167.49,2.64,0
75.95,-0.61,-1.03,7.98,-1.28,0.15,198.4,2.64,0
77.92,-0.61,-1.03,7.94,-1.28,0.15,196.9,2.66,0
75.81,-0.61,-1.03,7.95,-1.29,0.15,212.52,2.64,0
77.6,-0.61,-1.04,7.94,-1.29,0.15,209.57,2.68,0
77.36,-0.61,-1.04,7.93,-1.29,0.15,215.07,2.69,0
77.12,-1.23,-1.41,8.51,-0.92,0.16,221.29,2.7,0
76.89,-1.23,-1.41,8.5,-0.92,0.16,228.33,2.72,0
76.65,-1.22,-1.41,8.48,-0.91,0.16,194.47,2.73,0
76.31,-1.22,-1.41,8.47,-0.91,0.16,201.54,2.74,0
77.0,-1.22,-1.42,8.45,-0.9,0.16,210.0,2.77,0
76.77,0.11,-6.86,6.93,4.64,0.13,219.45,2.78,0
75.56,0.1,-6.85,6.88,4.66,0.13,205.02,2.77,0
74.33,0.1,-6.85,6.83,4.68,0.13,151.94,2.76,0
74.06,0.11,-6.84,6.8,4.7,0.12,146.85,2.77,0
72.81,0.1,-6.84,6.75,4.72,0.12,137.08,2.76,0
72.54,0.1,-6.84,6.7,4.74,0.12,135.96,2.76,0
71.25,0.09,-6.83,6.65,4.76,0.12,127.26,2.75,0
69.94,0.08,-6.83,6.58,4.78,0.12,95.7,2.75,0
69.66,0.09,-6.82,6.54,4.8,0.12,94.81,2.75,0
68.32,0.08,-6.82,6.49,4.82,0.12,93.93,2.74,0
68.03,-0.27,-5.03,6.94,2.95,0.12,87.79,2.74,0
66.69,-0.26,-5.03,6.87,2.91,0.12,101.4,2.73,0
65.58,-0.23,-5.04,6.76,2.88,0.12,94.56,2.73,0
65.23,-0.22,-5.05,6.68,2.85,0.12,96.75,2.72,0
64.88,-0.21,-5.06,6.6,2.82,0.11,98.56,2.72,0
64.53,-0.22,-5.06,6.6,2.78,0.11,82.39,2.71,0
63.16,-0.18,-5.07,6.45,2.75,0.11,86.16,2.71,0
61.76,-0.17,-5.08,6.37,2.72,0.11,100.56,2.7,0
61.4,-0.16,-5.08,6.29,2.69,0.11,100.27,2.7,0
59.96,-0.16,-5.09,6.25,2.66,0.1,122.87,2.69,0
59.59,0.82,-4.12,5.14,1.64,0.09,124.49,2.68,0
55.9,4.18,-2.05,0.77,5.33,0.01,151.91,2.67,0
55.5,4.18,-2.05,0.77,5.25,0.01,150.36,2.67,0
53.96,4.19,-2.05,0.76,5.17,0.01,150.44,2.66,0
53.55,4.17,-2.05,0.79,5.09,0.01,149.55,2.66,0
53.15,4.19,-2.05,0.75,5.01,0.01,148.33,2.65,0
51.56,4.19,-2.04,0.74,4.93,0.01,146.43,2.65,0
51.16,4.19,-2.04,0.74,4.85,0.01,141.83,2.64,0
50.73,4.2,-2.04,0.73,4.77,0.01,139.71,2.64,0
54.1,4.2,-2.04,0.72,4.69,0.01,131.68,2.57,0
53.75,3.61,-1.73,1.31,4.31,0.02,128.1,2.56,0
55.47,3.62,-1.73,1.26,4.23,0.02,128.32,2.46,0
57.75,3.61,-1.73,1.29,4.16,0.02,125.77,2.3,0
55.68,3.61,-1.73,1.29,4.09,0.02,116.67,2.35,0
55.61,3.61,-1.73,1.28,4.01,0.02,119.21,2.29,0
55.53,3.61,-1.72,1.27,3.94,0.02,105.61,2.23,0
55.46,3.62,-1.72,1.26,3.87,0.02,108.16,2.17,0
55.4,3.61,-1.72,1.29,3.79,0.02,106.84,2.1,0
55.33,3.62,-1.72,1.24,3.72,0.02,103.32,2.03,0
57.35,3.62,-1.72,1.23,3.65,0.02,107.25,1.9,0
50.07,1.19,-2.11,3.66,4.05,0.06,105.3,2.23,0
57.27,1.19,-2.11,3.63,4.05,0.06,105.06,1.87,0
55.12,1.19,-2.11,3.6,4.04,0.06,104.45,1.87,0
55.08,1.19,-2.11,3.58,4.03,0.06,102.34,1.86,0
52.84,1.19,-2.11,3.55,4.03,0.06,97.61,1.87,0
50.54,1.19,-2.11,3.52,4.02,0.05,97.18,1.89,0
50.47,1.19,-2.11,3.49,4.01,0.05,92.52,1.86,0
48.08,1.19,-2.11,3.46,4.0,0.05,91.77,1.9,0
48.01,1.19,-2.11,3.43,4.0,0.05,96.21,1.86,0
47.94,1.19,-2.11,3.4,3.99,0.05,95.42,1.84,0
9.16,-1.94,1.63,1.42,-1.22,0.01,1652.22,1.23,0
8.2,-1.95,1.63,-0.61,-0.57,0.0,1696.55,1.22,0
7.76,-1.95,1.63,0.34,-0.84,0.0,1589.65,1.21,0
7.24,-1.95,1.62,1.7,-2.96,0.01,1515.71,1.21,0
6.64,-1.95,1.62,1.81,-2.33,0.01,1594.76,1.21,0
7.75,-1.95,1.62,1.45,-0.01,0.01,1684.51,1.3,0
6.82,-1.95,1.61,0.84,2.15,0.0,1592.68,1.27,0
5.85,-1.96,1.61,1.09,-0.91,0.01,1789.28,1.24,0
6.11,-1.96,1.61,2.38,-3.22,0.01,2503.79,1.28,0
4.99,-1.96,1.6,2.33,-3.8,0.01,2515.1,1.23,0
3.87,-2.03,1.49,5.53,-4.89,0.02,2243.82,1.17,0
5.46,-2.34,1.4,7.3,-0.69,0.03,2233.14,1.29,0
5.24,-2.34,1.4,7.28,-0.68,0.03,2250.02,1.28,0
2.92,-2.34,1.39,7.26,-0.67,0.02,2281.06,1.14,0
3.26,-2.34,1.39,7.24,-0.66,0.03,2092.96,1.17,0
3.57,-2.34,1.39,7.23,-0.65,0.03,2077.18,1.2,0
5.99,-2.35,1.38,7.21,-0.64,0.03,2061.67,1.34,0
5.09,-2.35,1.38,7.19,-0.63,0.03,2083.72,1.3,0
4.95,-2.35,1.38,7.17,-0.61,0.03,2015.66,1.3,0
4.91,-2.35,1.37,7.15,-0.6,0.03,2039.58,1.3,0
4.71,-2.39,0.67,7.52,-0.58,0.03,1985.83,1.29,0
4.03,-2.4,0.58,7.55,-0.57,0.03,2050.58,1.26,0
4.67,-2.4,0.58,7.53,-0.57,0.03,1915.32,1.29,0
4.08,-2.4,0.57,9.53,-4.47,0.04,2004.72,1.26,0
